SECID,ISIN,SHORTNAME,RATING,RATING_SCORE,YEARS_TO_MATURITY,MATDATE,FACEVALUE,LASTPRICE,CLEAN_PRICE_RUB,DIRTY_PRICE_RUB,ACCRUEDINT,COUPONPERCENT,YTM_PCT,CURRENT_YIELD_PCT
RU000A105CM4,RU000A105CM4,Новотр 1Р3,AA-,3.0,1.5,2027-10-26,875,97.66,854.52,887.34,32.82,11.7,15.47,11.98
RU000A105DL4,RU000A105DL4,НовТехнБ1,A-,6.0,1.52,2027-11-02,1000,102.84,1028.4,1084.5,56.1,17.5,15.91,17.02
RU000A105DN0,RU000A105DN0,ФСК РС БО6,AAA,0.0,31.41,2057-09-25,1000,98.04,980.4,1011.49,31.09,9.7,11.59,9.89
RU000A105DR1,RU000A105DR1,ФСК РС БО7,AAA,0.0,31.41,2057-09-25,1000,100,1000.0,1031.09,31.09,9.7,10.06,9.7
RU000A105DS9,RU000A105DS9,АПРИ 2Р1,BBB-,9.0,0.52,2026-11-03,1000,100.08,1000.8,1077.73,76.93,24.0,25.95,23.98
RU000A105EV1,RU000A105EV1,ЕАБР П3-04,AAA,0.0,1.53,2027-11-07,1000,99.8,998.0,1012.42,14.42,4.5,6.7,4.51
RU000A105EW9,RU000A105EW9,Сегежа3P1R,BB-,12.0,11.49,2037-10-22,1000,97.8153,978.15,1027.83,49.68,15.5,19.08,15.85
RU000A105FM7,RU000A105FM7,О'КЕЙ Ф1Р1,A-,6.0,6.52,2032-11-01,1000,99.5,995.0,1031.86,36.86,11.5,27.11,11.56
RU000A105G99,RU000A105G99,РКСЭталон1,AAA,0.0,3.93,2030-04-02,12.49,99.96,12.49,12.93,0.44,11.0,11.47,11.0
RU000A105GN3,RU000A105GN3,БорецКЗО26,A-,6.0,0.39,2026-09-17,1000,96.1501,961.5,980.73,19.23,6.0,17.2,6.24
RU000A105GW4,RU000A105GW4,ГПБ001P22P,AA+,1.0,6.58,2032-11-24,1000,107.11,1071.1,1127.2,56.1,17.5,13.92,16.34
RU000A105H23,RU000A105H23,ИАДОМ 1P25,AAA,0.0,6.51,2032-10-28,497.59,91.41,454.85,469.76,14.91,9.35,0.0,10.23
RU000A105H98,RU000A105H98,Эфферон01,BB,11.0,1.56,2027-11-18,750,84.07,630.52,660.57,30.05,12.5,27.62,14.87
RU000A105HH3,RU000A105HH3,РЕСОЛиз2П2,AA-,3.0,6.55,2032-11-15,1000,101.16,1011.6,1011.6,0.0,,-0.02,0.0
RU000A105JF3,RU000A105JF3,sИАДОМ1P26,AAA,0.0,6.59,2032-11-28,705.98,97.39,687.55,723.69,36.14,15.97,0.0,16.4
RU000A105JH9,RU000A105JH9,ГазКЗ-27Д2,AAA,0.0,1.17,2027-06-29,1000,95.38,953.8,963.42,9.62,3.0,7.21,3.15
RU000A105JT4,RU000A105JT4,ГазКЗ-31Д,AAA,0.0,5.21,2031-07-14,1000,82.9969,829.97,841.19,11.22,3.5,7.53,4.22
RU000A105KB0,RU000A105KB0,ГТЛК 2P-02,AA-,3.0,11.56,2037-11-17,1000,97.07,970.7,1008.2,37.5,11.7,17.99,12.05
RU000A105KR6,RU000A105KR6,ВСК 1P-03R,AA-,3.0,1.59,2027-11-30,1000,94.91,949.1,985.16,36.06,11.25,15.5,11.85
RU000A105KU0,RU000A105KU0,ГазКЗ-29Д,AAA,0.0,2.75,2029-01-27,1000,87.9111,879.11,888.57,9.46,2.95,7.95,3.36
RU000A105KW6,RU000A105KW6,ЕАБР П3-05,AAA,0.0,2.6,2028-12-03,1000,103.9,1039.0,1039.0,0.0,,14.95,0.0
RU000A105L27,RU000A105L27,Систем1P24,AA-,3.0,6.58,2032-11-24,1000,99.15,991.5,1049.2,57.7,18.0,20.95,18.15
RU000A105LN3,RU000A105LN3,ИАДОМ 1P27,AAA,0.0,6.59,2032-11-28,576.78,86.01,496.09,509.77,13.68,7.4,0.0,8.6
RU000A105LS2,RU000A105LS2,Реиннол1P2,BB-,12.0,0.62,2026-12-08,400,97.74,390.96,414.04,23.08,18.0,23.86,18.42
RU000A105LY0,RU000A105LY0,sСОПФДОМ4,AAA,0.0,0.55,2026-11-15,1000,,,,31.89,9.95,0.0,
RU000A105M59,RU000A105M59,Роделен1P3,BBB,8.0,1.56,2027-11-19,556.8,100.72,560.81,609.0,48.19,27.0,21.13,26.81
RU000A105M67,RU000A105M67,ЧеркизБ1P6,AA,2.0,1.62,2027-12-09,1000,,,,36.22,11.3,0.0,
RU000A105M91,RU000A105M91,СТМ 1P3,A,5.0,1.62,2027-12-10,1000,101.9,1019.0,1078.3,59.3,18.5,18.24,18.16
RU000A105MN1,RU000A105MN1,ДОМ 2P1,AAA,0.0,1.4,2027-09-22,1000,100.4,1004.0,1004.0,0.0,,14.43,0.0
RU000A105MP6,RU000A105MP6,ДФФ 2Р-01,BBB+,7.0,0.64,2026-12-15,1000,96.93,969.3,969.3,0.0,,22.98,0.0
RU000A105N25,RU000A105N25,БДеньг-Ю01,BB,11.0,0.1,2026-06-03,100,99.6995,99.7,102.26,2.56,8.0,-2.09,8.02
RU000A105N58,RU000A105N58,РОССИУМ3P1,BBB+,7.0,6.61,2032-12-07,1000,,,,59.3,18.5,0.0,
RU000A105NB4,RU000A105NB4,ТГК-1БО1P1,AA+,1.0,1.64,2027-12-16,1000,105.69,1056.9,1104.98,48.08,15.0,6.03,14.19
RU000A105ND0,RU000A105ND0,КалинОбл22,A+,4.0,3.63,2029-12-13,1000,95.7,957.0,990.02,33.02,10.3,13.32,10.76
RU000A105NK5,RU000A105NK5,МОЭК БО1P5,AAA,0.0,2.63,2028-12-14,1000,100.47,1004.7,1052.78,48.08,15.0,14.64,14.93
RU000A105NL3,RU000A105NL3,НорНикБ1P6,AAA,0.0,0.14,2026-06-18,1000,99.999,999.99,1009.93,9.94,3.1,18.23,3.1
RU000A105NN9,RU000A105NN9,ИАДОМ 1P29,AAA,0.0,6.59,2032-11-28,603.74,100.86,608.93,642.22,33.29,17.2,0.0,17.05
RU000A105NP4,RU000A105NP4,ИАДОМ 1P30,AAA,0.0,6.51,2032-10-28,598.09,88.79,531.04,549.18,18.14,9.46,0.0,10.65
RU000A105NT6,RU000A105NT6,МгдОбл2022,BBB+,7.0,1.64,2027-12-17,700,97,679.0,702.81,23.81,10.61,14.35,10.94
RU000A105NY6,RU000A105NY6,ИАДОМ 1P31,AAA,0.0,6.42,2032-09-28,525.93,93,489.11,489.11,0.0,,0.0,0.0
RU000A105NZ3,RU000A105NZ3,ИАДОМ 1P32,AAA,0.0,6.59,2032-11-28,690.39,97.96,676.31,712.16,35.85,16.2,0.0,16.54
RU000A105P72,RU000A105P72,ИАДОМ 1P28,AAA,0.0,6.42,2032-09-28,555.88,84.72,470.94,484.75,13.81,7.75,0.0,9.15
RU000A105PH6,RU000A105PH6,Россети1Р7,AAA,0.0,11.62,2037-12-08,1000,101.17,1011.7,1050.17,38.47,12.0,4.75,11.86
RU000A105PJ2,RU000A105PJ2,МГКЛ 1P2,BB-,12.0,1.15,2027-06-22,1000,97,970.0,1022.89,52.89,16.5,20.92,17.01
RU000A105R62,RU000A105R62,ГазКЗ-28Д,AAA,0.0,1.78,2028-02-06,1000,95.8,958.0,973.87,15.87,4.95,7.52,5.17
RU000A105RF6,RU000A105RF6,ЛТрейд 1P6,BBB-,9.0,1.66,2027-12-24,875.2,93.8,820.94,861.62,40.68,14.5,25.55,15.46
RU000A105RH2,RU000A105RH2,ГазКЗ-37Д,AAA,0.0,11.3,2037-08-16,1000,98.0077,980.08,1003.44,23.36,7.288,7.58,7.44
RU000A105RW1,RU000A105RW1,РЭО-01,A+,4.0,4.9,2031-03-21,619.26,,,,36.72,18.5,0.0,
RU000A105RZ4,RU000A105RZ4,ГазКЗ-27Е,AAA,0.0,0.81,2027-02-17,1000,95.8807,958.81,963.62,4.81,1.5,6.74,1.56
RU000A105S87,RU000A105S87,СберИОС553,AAA,0.0,1.83,2028-02-25,1000,117.9,1179.0,1179.03,0.03,0.01,0.0,0.01
RU000A105SG2,RU000A105SG2,ГазКЗ-30Д,AAA,0.0,3.83,2030-02-25,1000,85.9904,859.9,870.32,10.42,3.25,7.55,3.78
RU000A105SK4,RU000A105SK4,Роделен1P4,BBB,8.0,1.69,2028-01-05,700.3,98.65,690.85,735.75,44.9,20.0,24.66,20.27
RU000A105SP3,RU000A105SP3,Сегежа3P2R,BB-,12.0,11.72,2038-01-15,1000,99.65,996.5,1079.84,83.34,26.0,53.07,26.09
RU000A105SZ2,RU000A105SZ2,СИБАВТО1Р1,BB,11.0,0.76,2027-01-28,600,52.16,312.96,347.58,34.62,18.0,1037.06,34.51
RU000A105TP1,RU000A105TP1,Магнит4P03,AAA,0.0,1.77,2028-02-03,1000,100.48,1004.8,1060.09,55.29,17.25,18.03,17.17
RU000A105TY3,RU000A105TY3,ВымпелК1Р6,AA,2.0,1.8,2028-02-14,1000,94.05,940.5,974.32,33.82,10.55,15.15,11.22
RU000A105UC7,RU000A105UC7,Титан-5 А,AAA,0.0,24.16,2050-06-26,390.45,89.68,350.16,363.49,13.33,10.65,16.71,11.88
RU000A105UD5,RU000A105UD5,Титан-5 Б,AAA,0.0,24.16,2050-06-26,589.67,,,,20.79,11.0,0.0,
RU000A105UE3,RU000A105UE3,Титан-5 В,AAA,0.0,24.16,2050-06-26,1000,,,,0.0,,0.0,
RU000A105VC5,RU000A105VC5,Полюс Б1P3,AAA,0.0,1.79,2028-02-11,1000,95.1,951.0,984.34,33.34,10.4,14.01,10.94
RU000A105VQ5,RU000A105VQ5,Россети1Р8,AAA,0.0,11.77,2038-02-02,1000,99.81,998.1,1053.55,55.45,17.3,14.67,17.33
RU000A105VU7,RU000A105VU7,ЭталонФин1,A-,6.0,11.77,2038-02-03,1000,100.43,1004.3,1071.62,67.32,21.0,22.4,20.91
RU000A105W08,RU000A105W08,МЕТАЛИН1P4,AA+,1.0,0.81,2027-02-17,1000,99.42,994.2,994.2,0.0,,15.89,0.0
RU000A105W81,RU000A105W81,ВымпелК1Р5,AA,2.0,0.8,2027-02-15,1000,96.75,967.5,997.47,29.97,9.35,14.4,9.66
RU000A105WK6,RU000A105WK6,ВымпелК1Р4,AA,2.0,1.97,2028-04-16,1000,91.52,915.2,943.57,28.37,8.85,14.57,9.67
RU000A105WP5,RU000A105WP5,ВымпелК1Р7,AA,2.0,2.8,2029-02-12,1000,90.52,905.2,936.77,31.57,9.85,14.76,10.88
RU000A105WZ4,RU000A105WZ4,ЛТрейд 1P7,BBB-,9.0,1.79,2028-02-09,916.8,93.08,853.36,895.97,42.61,14.5,25.77,15.58
RU000A105X80,RU000A105X80,ВымпелК1Р8,AA,2.0,2.87,2029-03-09,1000,86.08,860.8,886.51,25.71,8.02,14.76,9.32
RU000A105XA5,RU000A105XA5,ГазКЗ-27Ф,AAA,0.0,1.17,2027-06-30,5000,98.9899,4949.5,4974.18,24.68,1.54,2.39,1.56
RU000A105XE7,RU000A105XE7,ВымпелК1Р2,AA,2.0,2.38,2028-09-14,1000,89.69,896.9,926.71,29.81,9.3,15.3,10.37
RU000A105XG2,RU000A105XG2,ДОМСУБТ2-1,AAA,0.0,7.33,2033-08-26,10000000,88.5,8850000.0,9266712.33,416712.33,13.0,16.3,14.69
RU000A105YB1,RU000A105YB1,Медси 1P02,AA-,3.0,11.83,2038-02-25,1000,98.74,987.4,1029.07,41.67,13.0,15.35,13.17
RU000A105YH8,RU000A105YH8,ВЭБP-36,AAA,0.0,4.39,2030-09-18,1000,98.64,986.4,986.4,0.0,,15.09,0.0
RU000A105YK2,RU000A105YK2,ВымпелК1Р3,AA,2.0,0.97,2027-04-18,1000,94.82,948.2,971.6,23.4,7.3,13.71,7.7
RU000A105YV9,RU000A105YV9,ВымпелК1Р9,AA,2.0,1.9,2028-03-20,1000,,,,33.82,10.55,0.0,
RU000A105ZC6,RU000A105ZC6,Роснфт2P13,AAA,0.0,6.86,2033-03-07,1000,102.8972,1028.97,1049.81,20.84,6.5,3.98,6.32
RU000A106037,RU000A106037,РусГидБП10,AAA,0.0,1.9,2028-03-20,1000,99.9,999.0,1052.85,53.85,16.8,14.75,16.82
RU000A106169,RU000A106169,РЭО-02,A+,4.0,5.65,2031-12-20,707.69,99.53,704.36,747.12,42.76,18.85,17.06,18.94
RU000A1061E4,RU000A1061E4,СберИОС560,AAA,0.0,0.02,2026-05-05,1000,107.3,1073.0,1073.03,0.03,0.01,0.0,0.01
RU000A1061K1,RU000A1061K1,ЕвроТранс3,A-,6.0,0.88,2027-03-14,1000,71.6,716.0,759.59,43.59,13.6,136.34,18.99
RU000A106284,RU000A106284,СберСIB449,AAA,0.0,0.05,2026-05-14,1000,52.31,523.1,523.13,0.03,0.01,0.0,0.02
RU000A1062J1,RU000A1062J1,РКСЭталон2,AAA,0.0,4.93,2031-04-03,171.9,99.24,170.59,176.65,6.06,11.0,15.23,11.08
RU000A1062M5,RU000A1062M5,SELGOLD001,A+,4.0,1.93,2028-03-31,11409.47,90.01,10269.66,10470.81,201.15,5.5,11.84,6.11
RU000A106375,RU000A106375,ГазпромК07,AAA,0.0,1.94,2028-04-05,1000,98.86,988.6,988.6,0.0,,15.12,0.0
RU000A1064G3,RU000A1064G3,ГПБ001P26P,AA+,1.0,6.98,2033-04-18,1000,97.86,978.6,1010.65,32.05,10.0,15.29,10.22
RU000A1064L3,RU000A1064L3,ЕАБР П3-07,AAA,0.0,1.98,2028-04-20,1000,99.99,999.9,999.9,0.0,,17.1,0.0
RU000A1064Y6,RU000A1064Y6,СУЭК-Ф1P7R,A+,4.0,0.39,2026-09-15,1000,96.6391,966.39,977.12,10.73,3.348,13.02,3.46
RU000A106565,RU000A106565,Газпнф3P6R,AAA,0.0,1.97,2028-04-14,1000,99.23,992.3,1044.55,52.25,16.3,15.25,16.43
RU000A1065A3,RU000A1065A3,Россет1Р10,AAA,0.0,3.97,2030-04-16,1000,,,,35.74,11.15,0.0,
RU000A1065C9,RU000A1065C9,Россети1Р9,AAA,0.0,1.98,2028-04-18,1000,,,,33.47,10.44,0.0,
RU000A1065F2,RU000A1065F2,СберИОС561,AAA,0.0,0.09,2026-05-29,1000,99.8,998.0,998.03,0.03,0.01,0.0,0.01
RU000A1065R7,RU000A1065R7,ИАДОМ 1P33,AAA,0.0,6.92,2033-03-28,624.83,86.62,541.23,558.45,17.22,8.6,0.0,9.93
RU000A1065Y3,RU000A1065Y3,АГТК БО-02,BB,11.0,1.23,2027-07-22,1000,92.59,925.9,973.98,48.08,15.0,27.37,16.2
RU000A106607,RU000A106607,Ульоб34005,BBB,8.0,2.0,2028-04-26,500,94.95,474.75,491.74,16.99,10.6,14.77,11.16
RU000A106631,RU000A106631,АПРИ 2Р2,BBB-,9.0,0.99,2027-04-22,1000,98.1,981.0,1057.93,76.93,24.0,155.0,24.46
RU000A106672,RU000A106672,ГазпромКP5,AAA,0.0,1.98,2028-04-20,1000,96.38,963.8,995.21,31.41,9.8,14.47,10.17
RU000A1066J2,RU000A1066J2,ТГК-14 1Р1,BBB-,9.0,0.01,2026-04-30,1000,99.73,997.3,1042.18,44.88,14.0,84.26,14.04
RU000A1067H4,RU000A1067H4,sЛЕГЕНД2P1,BBB,8.0,1.02,2027-05-06,1000,100,1000.0,1000.0,0.0,,19.94,0.0
RU000A1067N2,RU000A1067N2,ВТБ Б1-326,AAA,0.0,0.15,2026-06-19,1000,147.09,1470.9,1470.93,0.03,0.01,-93.34,0.01
RU000A1067T9,RU000A1067T9,ЭконЛиз1Р4,BBB-,9.0,0.04,2026-05-12,1000,99.27,992.7,1037.58,44.88,14.0,37.87,14.1
RU000A106888,RU000A106888,ЛСР БО 1Р8,A,5.0,0.04,2026-05-13,1000,99.77,997.7,1038.57,40.87,12.75,19.54,12.78
RU000A1068R1,RU000A1068R1,РСХБ2Р2,AA,2.0,0.03,2026-05-08,1000,100.01,1000.1,1052.96,52.86,16.49,17.29,16.49
RU000A1068S9,RU000A1068S9,ЛайфСтр П2,BBB+,7.0,2.04,2028-05-11,1000,94.51,945.1,988.37,43.27,13.5,18.54,14.28
RU000A1068T7,RU000A1068T7,sСОПФДОМ5,AAA,0.0,0.05,2026-05-15,1000,99.66,996.6,1027.53,30.93,9.65,17.62,9.68
RU000A106938,RU000A106938,НОВАТЭК1Р1,AAA,0.0,0.06,2026-05-19,1000,99.77,997.7,1026.87,29.17,9.1,13.73,9.12
RU000A106946,RU000A106946,СовкмЛ П06,AA,2.0,0.06,2026-05-18,250,100.25,250.62,258.63,8.01,10.0,5.46,9.98
RU000A106987,RU000A106987,ЛТрейд 1P8,BBB-,9.0,2.0,2028-04-26,1000,92.18,921.8,968.28,46.48,14.5,25.85,15.73
RU000A1069H0,RU000A1069H0,ВТБ С1-518,AAA,0.0,0.33,2026-08-26,1000,54.35,543.5,543.53,0.03,0.01,0.0,0.02
RU000A1069N8,RU000A1069N8,НорНик БО9,AAA,0.0,2.06,2028-05-17,1000,99.97,999.7,999.7,0.0,,14.48,0.0
RU000A1069P3,RU000A1069P3,Сбер Sb44R,AAA,0.0,0.08,2026-05-27,1000,99.48,994.8,1024.77,29.97,9.35,16.51,9.4
RU000A1069Y5,RU000A1069Y5,ПенсХол01,BBB+,7.0,17.08,2043-05-25,1000000,,,,0.0,,0.0,
RU000A106A86,RU000A106A86,iКарРус1P2,BBB+,7.0,0.07,2026-05-22,1000,98.71,987.1,1027.81,40.71,12.7,37.24,12.87
RU000A106A94,RU000A106A94,ВТБ Б1-323,AAA,0.0,0.08,2026-05-25,1000,99.69,996.9,996.93,0.03,0.01,4.29,0.01
RU000A106AB9,RU000A106AB9,СберИОС566,AAA,0.0,0.15,2026-06-22,1000,97.2,972.0,972.03,0.03,0.01,0.0,0.01
RU000A106AH6,RU000A106AH6,О'КЕЙ Б1Р5,A-,6.0,7.05,2033-05-16,1000,98.76,987.6,1025.26,37.66,11.75,30.22,11.9
RU000A106AK0,RU000A106AK0,СОБИЛИЗ1Р2,BB,11.0,0.05,2026-05-14,40,100.01,40.0,41.83,1.83,14.3,14.92,14.3
RU000A106AP9,RU000A106AP9,СберИОС567,AAA,0.0,2.15,2028-06-22,1000,91.66,916.6,916.63,0.03,0.01,0.0,0.01
RU000A106AQ7,RU000A106AQ7,СберИОС568,AAA,0.0,0.16,2026-06-26,1000,110.2,1102.0,1102.03,0.03,0.01,0.0,0.01
RU000A106AT1,RU000A106AT1,ГазпромКP6,AAA,0.0,2.07,2028-05-23,1000,94.33,943.3,975.35,32.05,10.0,14.23,10.6
RU000A106AU9,RU000A106AU9,УльтраБО1,CCC,16.0,1.03,2027-05-09,600,95.71,574.26,612.73,38.47,20.0,30.53,20.9
RU000A106B51,RU000A106B51,БДеньг-2P2,BB,11.0,0.54,2026-11-11,1000,98.37,983.7,1034.99,51.29,16.0,23.17,16.27
RU000A106C50,RU000A106C50,СЕЛЛСерв02,BB,11.0,0.07,2026-05-21,500,99.14,495.7,518.14,22.44,14.0,31.74,14.12
RU000A106C92,RU000A106C92,Автодор4Р4,AA,2.0,2.09,2028-05-30,1000,99.47,994.7,1027.3,32.6,10.17,15.81,10.22
RU000A106CA7,RU000A106CA7,РСХБ2Р16,AA,2.0,0.1,2026-06-03,1000,99.4,994.0,1022.05,28.05,8.75,15.99,8.8
RU000A106CB5,RU000A106CB5,СИБАВТО1Р2,BB,11.0,2.09,2028-05-30,950,22.37,212.52,256.68,44.16,14.5,280.39,64.82
RU000A106CJ8,RU000A106CJ8,ЛаймЗайм03,BB+,10.0,0.07,2026-05-23,500,99.55,497.75,524.2,26.45,16.5,25.78,16.57
RU000A106CL4,RU000A106CL4,iУОМЗ Б-5,A-,6.0,7.08,2033-05-26,1000,97,970.0,970.0,0.0,,49.53,0.0
RU000A106CM2,RU000A106CM2,СмартФ1Р01,BBB-,9.0,0.1,2026-06-04,1000,99.09,990.9,1041.39,50.49,15.75,27.24,15.89
RU000A106CR1,RU000A106CR1,РедСофт2P4,BBB,8.0,0.11,2026-06-05,1000,99.56,995.6,1040.48,44.88,14.0,19.45,14.06
RU000A106CU5,RU000A106CU5,ТрансмхПБ7,AA-,3.0,0.11,2026-06-05,1000,99.34,993.4,1026.1,32.7,10.2,17.2,10.27
RU000A106D18,RU000A106D18,МСБЛиз3P01,BBB-,9.0,0.08,2026-05-28,83.26,99.98,83.24,86.84,3.6,13.5,14.6,13.5
RU000A106D59,RU000A106D59,МБЭС 2P-01,AAA,0.0,7.1,2033-06-02,1000,99.14,991.4,1025.86,34.46,10.75,18.29,10.84
RU000A106D83,RU000A106D83,СберИОС570,AAA,0.0,0.19,2026-07-06,1000,92.46,924.6,924.63,0.03,0.01,0.0,0.01
RU000A106DK4,RU000A106DK4,Фордевинд2,BB+,10.0,0.09,2026-05-30,336,99.41,334.02,351.25,17.23,16.0,33.03,16.09
RU000A106DP3,RU000A106DP3,РЕСОЛиБП22,AA-,3.0,7.1,2033-06-03,1000,99.37,993.7,1028.64,34.94,10.9,16.08,10.97
RU000A106DV1,RU000A106DV1,РКС2Р3,BBB-,9.0,0.13,2026-06-15,1000,97.91,979.1,1027.98,48.88,15.25,35.81,15.58
RU000A106E33,RU000A106E33,АЛЬФАБ1Р04,BBB,8.0,0.34,2026-08-30,1000,,,,0.03,0.01,0.0,
RU000A106EM8,RU000A106EM8,БалтЛизБП8,AA-,3.0,7.09,2033-05-31,1000,100.7,1007.0,1077.04,70.04,21.85,17.0,21.7
RU000A106EP1,RU000A106EP1,ПР-Лиз 2P2,BBB+,7.0,6.03,2032-05-06,1000,98.02,980.2,1020.27,40.07,12.5,31.89,12.75
RU000A106EV9,RU000A106EV9,КИФА 1P1,BBB,8.0,0.15,2026-06-22,500,98.9,494.5,517.74,23.24,14.5,23.85,14.66
RU000A106EX5,RU000A106EX5,СберИОС573,AAA,0.0,0.24,2026-07-24,1000,104.99,1049.9,1049.93,0.03,0.01,0.0,0.01
RU000A106EZ0,RU000A106EZ0,ВИС Ф БП04,A+,4.0,0.33,2026-08-25,1000,98.99,989.9,1031.25,41.35,12.9,17.09,13.03
RU000A106F08,RU000A106F08,МИКРАН БО1,BBB+,7.0,0.16,2026-06-23,1000,97.86,978.6,1018.67,40.07,12.5,29.9,12.77
RU000A106FM5,RU000A106FM5,ИАДОМ 1P34,AAA,0.0,7.17,2033-06-28,766.88,98.44,754.92,795.23,40.31,16.4,0.0,16.66
RU000A106FN3,RU000A106FN3,СПМК БО-02,B+,13.0,1.11,2027-06-08,1000,94.4,944.0,990.16,46.16,14.4,24.91,15.25
RU000A106FR4,RU000A106FR4,Автодор5Р1,AA,2.0,0.16,2026-06-25,800,99.15,793.2,819.64,26.44,10.31,16.27,10.4
RU000A106FT0,RU000A106FT0,Башкорт23,AA+,1.0,0.18,2026-06-30,600,99.27,595.62,613.6,17.98,9.35,14.37,9.42
RU000A106FV6,RU000A106FV6,РСХБ2Р12,AA,2.0,0.16,2026-06-26,1000,99.26,992.6,1024.49,31.89,9.95,15.02,10.02
RU000A106FW4,RU000A106FW4,МГКЛ 1P3,BB-,12.0,1.16,2027-06-25,1000,93.4,934.0,985.29,51.29,16.0,24.6,17.13
RU000A106G56,RU000A106G56,ФосАЗО28-Д,AAA,0.0,2.39,2028-09-16,1000,89.9994,899.99,908.32,8.33,2.6,7.36,2.89
RU000A106G64,RU000A106G64,СберИОС574,AAA,0.0,0.24,2026-07-23,1000,95.3,953.0,953.03,0.03,0.01,0.0,0.01
RU000A106GB6,RU000A106GB6,ЛТрейд 1P9,BBB-,9.0,2.11,2028-06-07,1000,91,910.0,954.88,44.88,14.0,25.73,15.38
RU000A106GC4,RU000A106GC4,АРЕНЗА1Р02,BBB+,7.0,0.14,2026-06-18,300,99.03,297.09,309.59,12.5,13.0,22.07,13.13
RU000A106GH3,RU000A106GH3,РЕСОЛизБП9,AA-,3.0,7.15,2033-06-21,1000,,,,35.48,11.07,0.0,
RU000A106GX0,RU000A106GX0,СФО БКС 05,Нет данных,,0.3,2026-08-15,1000,,,,0.03,0.01,0.0,
RU000A106GY8,RU000A106GY8,ДрктЛиз2Р1,BB,11.0,1.18,2027-07-01,312.5,93.43,291.97,305.99,14.02,14.0,27.5,14.98
RU000A106HB4,RU000A106HB4,iВУШ 1P2,BBB+,7.0,0.18,2026-07-02,1000,97.59,975.9,1013.72,37.82,11.8,28.61,12.09
RU000A106HE8,RU000A106HE8,ИАДОМ 1P36,AAA,0.0,7.17,2033-06-28,585.7,88.3,517.17,517.17,0.0,,0.0,0.0
RU000A106HF5,RU000A106HF5,ЭЛРЕШ 1Р1,BBB,8.0,0.19,2026-07-06,1000,98.32,983.2,1022.63,39.43,12.3,23.33,12.51
RU000A106J04,RU000A106J04,УрожайБО03,BB-,12.0,0.19,2026-07-07,1000,98.33,983.3,1034.59,51.29,16.0,27.53,16.27
RU000A106J20,RU000A106J20,Автодор5Р2,AA,2.0,0.2,2026-07-08,1000,,,,34.75,10.84,0.0,
RU000A106J38,RU000A106J38,ТрансФ1P09,A,5.0,2.19,2028-07-05,1000,99.65,996.5,1055.8,59.3,18.5,19.27,18.56
RU000A106J61,RU000A106J61,ПрактЛК1Р1,A,5.0,0.19,2026-07-07,175,99.96,174.93,181.1,6.17,11.0,11.53,11.0
RU000A106JC8,RU000A106JC8,РоялКапБО9,B,14.0,0.2,2026-07-08,1000,98.64,986.4,1034.48,48.08,15.0,24.17,15.21
RU000A106JL9,RU000A106JL9,СберСIB544,AAA,0.0,4.27,2030-08-05,1000,56.2,562.0,562.03,0.03,0.01,0.0,0.02
RU000A106JM7,RU000A106JM7,СберСIB545,AAA,0.0,0.11,2026-06-05,1000,81.01,810.1,810.13,0.03,0.01,0.0,0.01
RU000A106JP0,RU000A106JP0,СберСIB546,AAA,0.0,2.3,2028-08-15,1000,83.8,838.0,838.03,0.03,0.01,0.0,0.01
RU000A106JQ8,RU000A106JQ8,СберСIB547,AAA,0.0,4.31,2030-08-19,1000,70.74,707.4,707.43,0.03,0.01,0.0,0.01
RU000A106JR6,RU000A106JR6,СберСIB548,AAA,0.0,2.34,2028-08-30,1000,59.8,598.0,598.03,0.03,0.01,0.0,0.02
RU000A106JS4,RU000A106JS4,СберСIB549,AAA,0.0,4.3,2030-08-13,1000,56.3,563.0,563.03,0.03,0.01,0.0,0.02
RU000A106JT2,RU000A106JT2,СберСIB550,AAA,0.0,2.35,2028-09-01,1000,86.6,866.0,866.03,0.03,0.01,0.0,0.01
RU000A106JX4,RU000A106JX4,ЕАБР П3-08,AAA,0.0,2.2,2028-07-07,1000,99.31,993.1,993.1,0.0,,18.34,0.0
RU000A106JZ9,RU000A106JZ9,БСК 1Р-03,BBB+,7.0,0.2,2026-07-10,250,99.3,248.25,256.74,8.49,10.6,14.95,10.67
RU000A106K27,RU000A106K27,Медси 1P03,AA-,3.0,12.17,2038-06-28,1000,100.71,1007.1,1059.99,52.89,16.5,15.72,16.38
RU000A106K35,RU000A106K35,АВТОБФ БП4,A+,4.0,2.23,2028-07-18,1000,102.3,1023.0,1071.08,48.08,15.0,12.22,14.66
RU000A106K43,RU000A106K43,РЖД 1Р-26R,AAA,0.0,2.23,2028-07-19,1000,98.71,987.1,1039.48,52.38,16.34,15.32,16.55
RU000A106KT0,RU000A106KT0,МигКр 02,BB-,12.0,0.18,2026-07-03,120,99.76,119.71,125.38,5.67,14.75,18.59,14.79
RU000A106KW4,RU000A106KW4,ЭлемЛиз1P5,A,5.0,0.19,2026-07-04,85.9,,,,2.75,10.0,0.0,
RU000A106L18,RU000A106L18,СберИОС577,AAA,0.0,2.32,2028-08-21,1000,80.7,807.0,807.03,0.03,0.01,0.0,0.01
RU000A106L67,RU000A106L67,Кириллица2,BBB-,9.0,0.2,2026-07-08,1000,96.95,969.5,1022.39,52.89,16.5,38.31,17.02
